1,0,""
1,1,"JESUS MARIA"
1,2,"AGUASCALIENTES"
1,3,"AGUASCALIENTES"
7,0,""
7,1,"PALENQUE"
7,2,"BOCHIL"
7,3,"OCOSINGO"
7,4,"PICHUCALCO"
7,5,"SAN CRISTOBAL DE LAS CASAS"
7,6,"TUXTLA GUTIERREZ"
7,7,"TONALA"
7,8,"COMITAN DE DOMINGUEZ"
7,9,"TUXTLA GUTIERREZ"
7,10,"VILLAFLORES"
7,11,"LAS MARGARITAS"
7,12,"TAPACHULA"
7,13,"HUEHUETAN"
10,0,""
10,1,"VICTORIA DE DURANGO"
10,2,"GOMEZ PALACIO"
10,3,"GUADALUPE VICTORIA"
10,4,"VICTORIA DE DURANGO"
13,0,""
13,1,"HUEJUTLA DE REYES"
13,2,"IXMIQUILPAN"
13,3,"ACTOPAN"
13,4,"TULANCINGO DE BRAVO"
13,5,"TULA DE ALLENDE"
13,6,"PACHUCA DE SOTO"
13,7,"TEPEAPULCO"
21,0,""
21,1,"HUAUCHINANGO DE DEGOLLADO"
21,2,"CUAUTILULCO BARRIO"
21,3,"TEZIUTLAN"
21,4,"AJALPAN"
21,5,"SAN MARTIN TEXMELUCAN DE LABASTIDA"
21,6,"HEROICA PUEBLA DE ZARAGOZA"
21,7,"TEPEACA"
21,8,"CIUDAD SERDAN"
21,9,"HEROICA PUEBLA DE ZARAGOZA"
21,10,"CHOLULA DE RIVADAVIA"
21,11,"HEROICA PUEBLA DE ZARAGOZA"
21,12,"HEROICA PUEBLA DE ZARAGOZA"
21,13,"ATLIXCO"
21,14,"ACATLAN DE OSORIO"
21,15,"TEHUACAN"
25,0,""
25,1,"MAZATLAN"
25,2,"LOS MOCHIS"
25,3,"GUAMUCHIL"
25,4,"GUASAVE"
25,5,"CULIACAN DE ROSALES"
25,6,"MAZATLAN"
25,7,"CULIACAN DE ROSALES"
30,0,""
30,1,"PANUCO"
30,2,"TANTOYUCA"
30,3,"TUXPAN DE RODRIGUEZ CANO"
30,4,"VERACRUZ"
30,5,"POZA RICA DE HIDALGO"
30,6,"PAPANTLA DE OLARTE"
30,7,"MARTINEZ DE LA TORRE"
30,8,"XALAPA"
30,9,"COATEPEC"
30,10,"XALAPA"
30,11,"COATZACOALCOS"
30,12,"VERACRUZ"
30,13,"HUATUSCO"
30,14,"MINATITLAN"
30,15,"ORIZABA"
30,16,"CORDOBA"
30,17,"COSAMALOAPAN"
30,18,"ZONGOLICA"
30,19,"SAN ANDRES TUXTLA"
30,20,"COSOLEACAQUE"
