1,1,"AGUASCALIENTES"
1,2,"ASIENTOS"
1,3,"CALVILLO"
1,4,"COSIO"
1,5,"JESUS MARIA"
1,6,"PABELLON DE ARTEAGA"
1,7,"RINCON DE ROMOS"
1,8,"SAN JOSE DE GRACIA"
1,9,"TEPEZALA"
1,10,"SAN FRANCISCO DE LOS ROMO"
1,11,"EL LLANO"
7,1,"ACACOYAGUA"
7,2,"ACALA"
7,3,"ACAPETAHUA"
7,4,"ALTAMIRANO"
7,5,"AMATAN"
7,6,"AMATENANGO DE LA FRONTERA"
7,7,"AMATENANGO DEL VALLE"
7,8,"ANGEL ALBINO CORZO"
7,9,"ARRIAGA"
7,10,"BEJUCAL DE OCAMPO"
7,11,"BELLA VISTA"
7,12,"BERRIOZABAL"
7,13,"BOCHIL"
7,14,"EL BOSQUE"
7,15,"CACAHOATAN"
7,16,"CATAZAJA"
7,17,"CINTALAPA"
7,18,"COAPILLA"
7,19,"COMITAN DE DOMINGUEZ"
7,20,"LA CONCORDIA"
7,21,"COPAINALA"
7,22,"CHALCHIHUITAN"
7,23,"CHAMULA"
7,24,"CHANAL"
7,25,"CHAPULTENANGO"
7,26,"CHENALHO"
7,27,"CHIAPA DE CORZO"
7,28,"CHIAPILLA"
7,29,"CHICOASEN"
7,30,"CHICOMUSELO"
7,31,"CHILON"
7,32,"ESCUINTLA"
7,33,"FRANCISCO LEON"
7,34,"FRONTERA COMALAPA"
7,35,"FRONTERA HIDALGO"
7,36,"LA GRANDEZA"
7,37,"HUEHUETAN"
7,38,"HUITIUPAN"
7,39,"HUIXTAN"
7,40,"HUIXTLA"
7,41,"LA INDEPENDENCIA"
7,42,"IXHUATAN"
7,43,"IXTACOMITAN"
7,44,"IXTAPA"
7,45,"IXTAPANGAJOYA"
7,46,"JIQUIPILAS"
7,47,"JITOTOL"
7,48,"JUAREZ"
7,49,"LARRAINZAR"
7,50,"LA LIBERTAD"
7,51,"MAPASTEPEC"
7,52,"LAS MARGARITAS"
7,53,"MAZAPA DE MADERO"
7,54,"MAZATAN"
7,55,"METAPA"
7,56,"MITONTIC"
7,57,"MOTOZINTLA"
7,58,"NICOLAS RUIZ"
7,59,"OCOSINGO"
7,60,"OCOTEPEC"
7,61,"OCOZOCOAUTLA DE ESPINOSA"
7,62,"OSTUACAN"
7,63,"OSUMACINTA"
7,64,"OXCHUC"
7,65,"PALENQUE"
7,66,"PANTELHO"
7,67,"PANTEPEC"
7,68,"PICHUCALCO"
7,69,"PIJIJIAPAN"
7,70,"EL PORVENIR"
7,71,"PUEBLO NUEVO SOLISTAHUACAN"
7,72,"RAYON"
7,73,"REFORMA"
7,74,"LAS ROSAS"
7,75,"SABANILLA"
7,76,"SALTO DE AGUA"
7,77,"SAN CRISTOBAL DE LAS CASAS"
7,78,"SAN FERNANDO"
7,79,"SAN JUAN CANCUC"
7,80,"SAN LUCAS"
7,81,"SILTEPEC"
7,82,"SIMOJOVEL"
7,83,"SITALA"
7,84,"SOCOLTENANGO"
7,85,"SOLOSUCHIAPA"
7,86,"SOYALO"
7,87,"SUCHIAPA"
7,88,"SUCHIATE"
7,89,"SUNUAPA"
7,90,"TAPACHULA"
7,91,"TAPALAPA"
7,92,"TAPILULA"
7,93,"TECPATAN"
7,94,"TENEJAPA"
7,95,"TEOPISCA"
7,96,"TILA"
7,97,"TONALA"
7,98,"TOTOLAPA"
7,99,"LA TRINITARIA"
7,100,"TUMBALA"
7,101,"TUXTLA CHICO"
7,102,"TUXTLA GUTIERREZ"
7,103,"TUZANTAN"
7,104,"TZIMOL"
7,105,"UNION JUAREZ"
7,106,"VENUSTIANO CARRANZA"
7,107,"VILLACOMALTITLAN"
7,108,"VILLA CORZO"
7,109,"VILLAFLORES"
7,110,"YAJALON"
7,111,"ZINACANTAN"
7,112,"MUNICIPO_7_112"
7,113,"MUNICIPO_7_113"
7,114,"MUNICIPO_7_114"
7,115,"MUNICIPO_7_115"
7,116,"MUNICIPO_7_116"
7,117,"MUNICIPO_7_117"
7,118,"MUNICIPO_7_118"
10,1,"CANATLAN"
10,2,"CANELAS"
10,3,"CONETO DE COMONFORT"
10,4,"CUENCAME"
10,5,"DURANGO"
10,6,"SIMON BOLIVAR"
10,7,"GOMEZ PALACIO"
10,8,"GUADALUPE VICTORIA"
10,9,"GUANACEVI"
10,10,"HIDALGO"
10,11,"INDE"
10,12,"LERDO"
10,13,"MAPIMI"
10,14,"MEZQUITAL"
10,15,"NAZAS"
10,16,"NOMBRE DE DIOS"
10,17,"NUEVO IDEAL"
10,18,"OCAMPO"
10,19,"EL ORO"
10,20,"OTAEZ"
10,21,"PANUCO DE CORONADO"
10,22,"PE?ON BLANCO"
10,23,"POANAS"
10,24,"PUEBLO NUEVO"
10,25,"RODEO"
10,26,"SAN BERNARDO"
10,27,"SAN DIMAS"
10,28,"SAN JUAN DE GUADALUPE"
10,29,"SAN JUAN DEL RIO"
10,30,"SAN LUIS DEL CORDERO"
10,31,"SAN PEDRO DEL GALLO"
10,32,"SANTA CLARA"
10,33,"SANTIAGO PAPASQUIARO"
10,34,"SUCHIL"
10,35,"TAMAZULA"
10,36,"TEPEHUANES"
10,37,"TLAHUALILO"
10,38,"TOPIA"
10,39,"VICENTE GUERRERO"
13,1,"ACATLAN"
13,2,"ACAXOCHITLAN"
13,3,"ACTOPAN"
13,4,"AGUA BLANCA DE ITURBIDE"
13,5,"AJACUBA"
13,6,"ALFAJAYUCAN"
13,7,"ALMOLOYA"
13,8,"APAN"
13,9,"ATITALAQUIA"
13,10,"ATLAPEXCO"
13,11,"ATOTONILCO EL GRANDE"
13,12,"ATOTONILCO DE TULA"
13,13,"CALNALI"
13,14,"CARDONAL"
13,15,"CUAUTEPEC DE HINOJOSA"
13,16,"CHAPANTONGO"
13,17,"CHAPULHUACAN"
13,18,"CHILCUAUTLA"
13,19,"EL ARENAL"
13,20,"ELOXOCHITLAN"
13,21,"EMILIANO ZAPATA"
13,22,"EPAZOYUCAN"
13,23,"FRANCISCO I. MADERO"
13,24,"HUASCA DE OCAMPO"
13,25,"HUAUTLA"
13,26,"HUAZALINGO"
13,27,"HUEHUETLA"
13,28,"HUEJUTLA DE REYES"
13,29,"HUICHAPAN"
13,30,"IXMIQUILPAN"
13,31,"JACALA DE LEDEZMA"
13,32,"JALTOCAN"
13,33,"JUAREZ HIDALGO"
13,34,"LA MISION"
13,35,"LOLOTLA"
13,36,"METEPEC"
13,37,"METZTITLAN"
13,38,"MINERAL DEL CHICO"
13,39,"MINERAL DEL MONTE"
13,40,"MINERAL DE LA REFORMA"
13,41,"MIXQUIAHUALA DE JUAREZ"
13,42,"MOLANGO DE ESCAMILLA"
13,43,"NICOLAS FLORES"
13,44,"NOPALA DE VILLAGRAN"
13,45,"OMITLAN DE JUAREZ"
13,46,"PACULA"
13,47,"PACHUCA DE SOTO"
13,48,"PISAFLORES"
13,49,"PROGRESO DE OBREGON"
13,50,"SAN AGUSTIN METZQUITITLAN"
13,51,"SAN AGUSTIN TLAXIACA"
13,52,"SAN BARTOLO TUTOTEPEC"
13,53,"SAN FELIPE ORIZATLAN"
13,54,"SAN SALVADOR"
